Company name,Country,City,Province,Site address,Company website,BAP Cert,ASC Cert,FOS Cert,FIP Cert,MarinTrust Cert
Aker Biomarine Manufacturing LLC,United States of America,Guayaquil,Guayas,"P775+XH, Ecuador",https://www.akerbiomarine.com/,,https://www.akerbiomarine.com/blog/meet-our-people-the-fisherman;https://www.akerbiomarine.com/blog/new-research-krill-oil-can-slow-down-aging-and-help-improve-life-quality;https://www.akerbiomarine.com/blog/study-shows-krill-oil-improves-omega-3-deficiency-in-lupus-patients-with-early-signs-of-lessening-disease-activity-in-patients-with-severe-lupus;https://www.akerbiomarine.com/innovation;https://www.akerbiomarine.com/new-articles;https://www.akerbiomarine.com/news/new-study-aker-biomarines-pl-innovation-boosts-omega-3-absorption,https://www.akerbiomarine.com/;https://www.akerbiomarine.com/blog/aker-biomarine-renews-its-friend-of-the-sea-fos-sustainability-certification-for-three-more-years;https://www.akerbiomarine.com/blog/how-to-align-profitability-and-sustainability;https://www.akerbiomarine.com/blog/study-shows-krill-oil-improves-omega-3-deficiency-in-lupus-patients-with-early-signs-of-lessening-disease-activity-in-patients-with-severe-lupus;https://www.akerbiomarine.com/new-articles;https://www.akerbiomarine.com/news/aker-biomarine-partners-with-norwegian-board-association-to-advance-sports-and-inclusion;https://www.akerbiomarine.com/news/aker-biomarine-ranked-among-top-3-most-innovative-companies-in-the-world-at-prestigious-innovation-award;https://www.akerbiomarine.com/news/aker-biomarine-recognized-as-the-worlds-most-innovative-company,,
WUDI HUAXIANG AQUACULTURE CO.，LTD.,China,,,"Allervej 130, DK-6070 Christiansfeld E-mail: info@aller-aqua.dk
Tel:+45 70221910",http://www.hx-aquatic.com/,,,http://www.hx-aquatic.com/articles/0ffcf4a60bd14d58b5d66e7b153d1037.html,,
"Wudi Deda Agriculture Co., Limited",China,Cayar,Thiès Region,"RVM6+MWR, Mbirdiam-Kayar Rd, Bayakh, Senegal",https://www.cndedany.com/,,,,,
Bioceval GmbH & Co. KG.,Germany,Blenheim,Marlborough,"14 Bristol Street, Blenheim 7274, New Zealand",https://www.bioceval.de/en/ouroffering/fish-meal/,,https://www.bioceval.de;https://www.bioceval.de/;https://www.bioceval.de/en;https://www.bioceval.de/en/ouroffering;https://www.bioceval.de/en/ouroffering/fish-meal;https://www.bioceval.de/en/ouroffering/fish-oil;https://www.bioceval.de/en/ouroffering/msc-fish-meals-and-oils;https://www.bioceval.de/en/privacy-and-cookies;https://www.bioceval.de/spektrum;https://www.bioceval.de/spektrum/fischmehl;https://www.bioceval.de/spektrum/fischoel;https://www.bioceval.de/spektrum/msc-produkte,https://www.bioceval.de/en,,
Henry Lamotte Oils GmbH,Germany,,,kl 1.5 vía Arenillas- Chacras,https://lamotte-oils.de/en/product/fish-oils/,,https://lamotte-oils.de/en;https://lamotte-oils.de/en/contact;https://lamotte-oils.de/en/product/acai-oil;https://lamotte-oils.de/en/product/adeps-lanae-lanolin;https://lamotte-oils.de/en/product/ahiflower-oil;https://lamotte-oils.de/en/product/almond-oil;https://lamotte-oils.de/en/product/aloe-vera;https://lamotte-oils.de/en/product/amaranth-oil;https://lamotte-oils.de/en/product/apricot-kernel-oil;https://lamotte-oils.de/en/product/argan-oil;https://lamotte-oils.de/en/product/avocado-oil;https://lamotte-oils.de/en/product/babassu-oil;https://lamotte-oils.de/en/product/baobab-oil;https://lamotte-oils.de/en/product/bees-wax;https://lamotte-oils.de/en/product/black-cumin-oil;https://lamotte-oils.de/en/product/black-currant-seed-oil;https://lamotte-oils.de/en/product/borageseed-oil;https://lamotte-oils.de/en/product/broccoliseed-oil;https://lamotte-oils.de/en/product/calendula-oil-marigold;https://lamotte-oils.de/en/product/camelina-oil-gold-of-pleasure-oil;https://lamotte-oils.de/en/product/candelilla-wax;https://lamotte-oils.de/en/product/carnauba-wax;https://lamotte-oils.de/en/product/castor-oil;https://lamotte-oils.de/en/product/chia-oil;https://lamotte-oils.de/en/product/chilean-hazelnut-oil;https://lamotte-oils.de/en/product/cocoa-butter;https://lamotte-oils.de/en/product/coconut-oil;https://lamotte-oils.de/en/product/corn-oil;https://lamotte-oils.de/en/product/cottonseed-oil;https://lamotte-oils.de/en/product/crambe-oil;https://lamotte-oils.de/en/product/cupuacu-butter;https://lamotte-oils.de/en/product/evening-primrose-oil;https://lamotte-oils.de/en/product/fish-oils;https://lamotte-oils.de/en/product/gamma-oryzanol;https://lamotte-oils.de/en/product/glycerol;https://lamotte-oils.de/en/product/grapeseed-oil;https://lamotte-oils.de/en/product/groundnut-oil;https://lamotte-oils.de/en/product/hazelnut-oil;https://lamotte-oils.de/en/product/hemp-oil;https://lamotte-oils.de/en/product/illipe-butter;https://lamotte-oils.de/en/product/is-harvested-from-the-fruit-of-the-coconut-tree-cocos;https://lamotte-oils.de/en/product/jojoba-oil;https://lamotte-oils.de/en/product/jojobeads-jojopearls-and-jojograins;https://lamotte-oils.de/en/product/kalahari-melon-seed-oil;https://lamotte-oils.de/en/product/kukuinut-oil;https://lamotte-oils.de/en/product/laurel-oil;https://lamotte-oils.de/en/product/linseed-oil-flaxseed-oil;https://lamotte-oils.de/en/product/macadamianut-oil;https://lamotte-oils.de/produkt/fischoele,,,
Brim,Iceland,,,km 1.5 vía Sta. Elena - Guayaquil,https://www.brim.is/en/about/processing,,,,,
Huaneng Bio-technology Co.Ltd,China,Jaramijó,Manabí,Via del Pacifico KM 7 –Via Manta – Rocafuerte.,http://eng.huahengbio.com/,,,,,
Zhoushan Sinomega Biotech Engineering Co. Ltd,China,Dakar,CAT3 - Category 3,"MRWV+J5V, Yenne Tode, Senegal",http://www.sinomega-biotech.com/?lan=en_2,,,,,
Fujian High Fortune Bio-Tech Corp,China,,,"Calle Playitas, El Salvador",http://www.high-fortune.cn/index.html,,,,,
Isfelag,Iceland,,,"3834 Duck Creek Dr Unit A, Stockton, CA 95215
Coordinates: 37.935187, -121.22505",www.isfelag.is,,,,,
Loðnuvinnslan hf. (LVF),Iceland,Houston/Oslo Norway,"Texas County,
Missouri",4494 Campbell Road Houston Texas 77041,https://lvf.is/vinnsla/,,,,,
San Arawa S.A.,Argentina,Binzhou,Shandong,NO.30 FULU STREET WUDI COUNTY SHANDONG CHINA,https://sanarawa.com/,,,,,
Huatai Pharma Inc,China,Qing Dao Shi,Shandong,"26 Gong Yuan Yi Hao Dong Yuan, Cheng Yang Qu, Qing Dao Shi, Shan Dong Sheng, China, 266109",http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5,,,http://www.huatai-biopharm.com/htweb/page.asp?bigclass=1&Products;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=1&id=18;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=1&id=33;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=2&Omega-3H;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=3&Science & Technology;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=3&Science%20&%20Technology;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=3&id=64;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=4&Quality Assurance;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=4&Quality%20Assurance;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=4&id=68;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=4&id=69;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&About Huatai;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&About%20Huatai;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&id=30;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&id=59;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&id=61;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&id=62;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&id=63;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=6&Contact;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=7&Site Map,,
AZROW GUINEE,Guinea,Cuxhaven,Niedersachsen,"Neufelder Str. 44X, 27472 Cuxhaven, Germany",https://www.djoola.com/en/corporate/companies/details/2734,https://www.djoola.com/news?lang=en;https://www.djoola.com/news?lang=fr,https://www.djoola.com/Contact?lang=en;https://www.djoola.com/Contact?lang=fr;https://www.djoola.com/company/search?lang=en;https://www.djoola.com/company/search?lang=fr;https://www.djoola.com/contact?lang=en;https://www.djoola.com/contact?lang=fr;https://www.djoola.com/fr/schools/directory/region/224;https://www.djoola.com/news?lang=en;https://www.djoola.com/news?lang=fr;https://www.djoola.com/searches?lang=en&dir=people;https://www.djoola.com/searches?lang=fr&dir=companies;https://www.djoola.com/searches?lang=fr&dir=people,https://www.djoola.com/company/search?lang=fr;https://www.djoola.com/searches?lang=fr&dir=companies;https://www.djoola.com/searches?lang=fr&dir=people,,
NovoSana (Taicang) Bio Feed Co. Ltd,China,Bremen,Bremen,"Merkurstraße 47, 28197 Bremen, Germany",https://novosana.nl/,,https://novosana.nl/contact-us;https://novosana.nl/omega-3-science,https://novosana.nl/about-novosana,,
"Qingdao Zhuosidaer International Trading Co., Ltd",China,Akranes,Akraneskaupstaður,"Hafnarbraut 2-4, 300 Akranes",https://zhuosidaer.en.ecplaza.net/,,,,,
"Yutong Industrial Co., Limited",China,Akranes,Akraneskaupstaður,"Hafnarbyggð 12, 690 Vopnafjörður",http://yutong-group.com/a/e_products/,,,,,
"Pacific Bio Products, LLC",United States of America,Bayannur,Inner Mongolia,"3G2M+66 Xinhua Town, Bayannur, Linhe District, Bayannur, Inner Mongolia, China",https://pacificbioproducts.com/,,,,,
Industrias Isla Quihua S.A.,Chile,Zhoushan,Zhe Jiang Sheng,"3XMX+RX Dinghai District, Zhoushan, Zhejiang, China",https://www.marin-trust.com/sites/marintrust/files/2021-11/168%20Alimentos%20Marinos%20S.A.%20-%20Industrias%20Isla%20Quihua%20S.A%20Certificate.pdf,,,,,
Encompass,United States of America,Fu Zhou Shi,Fu Jian Sheng,"China, Fu Jian Sheng, Fu Zhou Shi, Fu Qing Shi, 育才路18-1号 邮政编码: 350307",https://www.scoular.com/our-brands/encompass/,https://www.scoular.com/locations,,https://www.scoular.com/who-we-are/community-involvement;https://www.scoular.com/who-we-are/sustainability,https://www.scoular.com/our-brands/encompass,https://www.scoular.com/solutions/pet-food-ingredients
Síldaravinnslan hf (SVN),Iceland,Þórshöfn,Langanesbyggð,"Eyrarvegur 12d, 680 Þórshöfn, Iceland",https://www.svn.is/,,,,,
Panfast Marketing (M) Sdn. Bhd.,Malaysia,750 Fáskrúðsfjörður,Eastern Region,"Hafnargata 1, 750 Fáskrúðsfjörður",EMIS,,,,,
DSM Nutritional Products Canada Inc.,Canada,,,"Perito Francisco Moreno 2552, V9410KTN Ushuaia, Tierra del Fuego",https://www.dsm.com/human-nutrition/en/products/nutritional-lipids.html,,,,,
Yashaswi Fish Meal and Fish Oil Company,India,Deyang,Sichuan,"Development Zone, Xiaohan Town, Deyang City, Sichuan Province, P.R. China",https://fishmealoil.com/,,,,,
Bio-Marine Ingredients Ireland Ltd.,Ireland,030 Coyah,Kindia,Préfecture de Coyah Quartier Gomboya,https://www.biomarine.ie/,,,,,
Icicle Seafoods Corporation Northern Victor (shore plant),United States of America,,,"AV FORESTAL 1100 PARQUE INDUSTRIAL,
CORONEL, REGION DEL BIO",http://www.icicleseafoods.com/,,,,,
"Kalajoen Jäähdyttämö Oy, käsittelylaitos",Finland,Su Zhou,Sichuan,"No. 9, Changzhou Road, Taicang Economic Development Zone.",https://www.jaahdyttamo.fi/rehutuotanto,,,,,
"Wudi Fengtai Aquaculture Co., Ltd.",China,Binzhou,Shandong,"GFMW+V2 Huimin County, Binzhou, Shandong, China",https://www.artemiacyst.com/Products/fishmeal/2021-12-14/36.html,,,,,
Lunar FPR Ltd,United Kingdom,Qing Dao Shi,Shandong,"Huan Wan Lu, Shi Bei Qu, Qing Dao Shi, Shan Dong Sheng, China, 266042",http://www.lunarfreezing.co.uk/,,,,,
Marine Biotechnology Products Ltd,Mauritius,Shao Xing Shi,Zhe Jiang Sheng,"China, Zhe Jiang Sheng, Shao Xing Shi, Zhu Ji Shi, 解放路303号 邮政编码: 311814",https://mbp.mu/,,https://mbp.mu/about-us,https://mbp.mu/about-us,,
Aksha Fish Meal & Oil Company,India,Qing Dao Shi,Shandong,"Huan Wan Lu, Shi Bei Qu, Qing Dao Shi, Shan Dong Sheng, China, 266042",https://akshafishmeal.com/,,,,,
PT. Argopuro Berkat Indonesia,Indonesia,,,"Av. Golfo De Arauco 3638, 4191781 Concepción, Coronel, Bío Bío, Chile",https://argopuroberkatindonesia.com/,,,,,
"Qingzhou Ekato Commercial Co., Ltd.",China,Newport,,"Warrenton, 1935 NW Warrenton Dr, Warrenton, OR 97146",http://wfekato.cn/?en.html,,,,,
Matti Halme Oy,Finland,Lota,"Provincia de Concepción,
Biobío Region",AV MATTA 203 LOTA REGION DEL BIOBIO,https://www.ett.fi/yleinen/matti-halme-oy-ettn-positiivilistalle/,,,,,
Síldaravinnslan hf (SVN),Iceland,Châu Thành District,An Giang,"2090 SE 12th Pl, Warrenton, OR 97146, USA",https://www.svn.is/,,,,,
"Baja Marine Foods,S.A.P.I. De C.V.",Mexico,Neskaupstadur,Fjarðabyggð,Naustahvammur 67-69 740 Neskaupstaður,https://www.linkedin.com/posts/bajamarinefoods_fishmeal-mexico-bajacalifornia-activity-7049199823136194560-Zxft/,,https://www.linkedin.com/jobs/search?trk=public_post_guest_nav_menu_jobs,https://www.linkedin.com/help/linkedin/answer/a1341216/updates-to-user-agreement-and-privacy-policy;https://www.linkedin.com/pulse/topics/business-administration-s50111;https://www.linkedin.com/pulse/topics/engineering-s166;https://www.linkedin.com/pulse/topics/home;https://www.linkedin.com/pulse/topics/home?trk=public_post_guest_nav_menu_articles;https://www.linkedin.com/pulse/topics/hr-management-s50359;https://www.linkedin.com/pulse/topics/it-services-s57547;https://www.linkedin.com/pulse/topics/marketing-s2461;https://www.linkedin.com/pulse/topics/sales-s5;https://www.linkedin.com/pulse/topics/soft-skills-s2976,,
PT. Argopuro Berkat Indonesia,Indonesia,23000 Sandiara,Thiès Region,"Mbirdiam-Kayar Rd, Senegal",https://argopuroberkatindonesia.com/,,,,,
"California Bahías, S.A. De C.V.",Mexico,,,"Penang Sciense Park,1102,Jalan Perindustrian Bukit Minyak 18,Taman Perindustrian Bukit Mintak,14100 Simpang Ampat, Penang, Malaysia",https://californiabahiasmx.webnode.es/,,,,,
Guaymas Protein Company SA de CV,Mexico,112 Azaibah,Muscat,"P.O. BOX 2582, AZAIBAH 130 SULTANATE OF OMAN",https://guaymasprotein.com.mx/?lang=es,,,,,
"Industrial Pesquera Heras, S.A. de C.V.",Mexico,Weihai,Shandong,"200 meters west of the intersection of Fuhai Road and Yongxing Road, Rongcheng City, Weihai City, Shandong Province",https://www.dunsguide.com/es/company/1ec1cd5938f01adf23138b8166a7737a/industrial-pesquera-heras-sa-de-cv,,https://www.dunsguide.com/companies/industries/food-and-food-products-99994150?sectorId=13;https://www.dunsguide.com/es/company/08a55d6d1a64046c8d42c6ee0af4c49c/remo-industria-e-comercio-de-plasticos-ltda;https://www.dunsguide.com/es/company/234ad42aff39178f416e6e673e78a55c/bcp-construcoes-sa;https://www.dunsguide.com/es/company/556c62d6de64ec56d6582a39722b7f5a/atenas-comunicacao-ltda;https://www.dunsguide.com/es/company/568e138fd0a7b201ac1d45b19a6c86d9/distecnacom-sa;https://www.dunsguide.com/es/company/7152f1127e45b5f9b3d26fb0c98d0c03/metisa-metalurgica-timboense-sa;https://www.dunsguide.com/es/company/9f5d4b56632395b12a39ace69e8618d5/nsk-brasil-ltda;https://www.dunsguide.com/es/company/a768a2b07926bc9dc9064036945bcc25/pirion-comercio-de-pecas-industriais-ltda;https://www.dunsguide.com/es/company/c46eb160542ac0acdff2be72e3b57ee6/cargolift-logistica-sa;https://www.dunsguide.com/es/company/d7d1aa3d57a2da57a997eadf3c64e0cf/facchini-sa;https://www.dunsguide.com/es/company/f4e767065433decb613e4cd56353a818/feltrin-sementes-ltda;https://www.dunsguide.com/es/company/faa661975131e21266e8fdb2d9623d49/linser-saci-s;https://www.dunsguide.com/es/company/fc5800696f6e79cfc19d009b299709f4/verzani-and-sandrini-eletronica-ltda;https://www.dunsguide.com/es/list-my-business;https://www.dunsguide.com/list-my-business,,,
Maz Industrial SA de CV,Mexico,Mulgrave,Nova Scotia,"39 England Ave, Mulgrave, NS B0E 2G0, Canada",https://mazinsa.com/,,,,,
