Company name,Country,City,Province,Site address,Company website,BAP Cert,ASC Cert,FOS Cert,FIP Cert,MarinTrust Cert
Proteins Australia Pty Ltd,Australia,,,,,,,,,
BHP Impex Canada,Canada,Moruya,New South Wales,"3260 Princes Hwy, Moruya NSW 2537, Australia",https://bhpimpex.ca/,,,,,
Abideen And Company,Pakistan,Toronto,Ontario,"720 Kennedy Rd, Scarborough, ON M1K 2B7, Canada",https://abideenfishmeal.com/en/index.html,,,,,
Mundo Branco S. A.,Argentina,,,,,,,,,
Australian Fishmeal Company,Australia,Karachi,,"14-B / 16-A, Deh Ibrahim Hyderi, Korangi Creek, Karachi, Pakistan",https://fishmeal.co/,,,,,
NuBlend Pty Ltd,Australia,,,Independencia y Nahuel Ruca - Vivorata - Buenos Aires,https://www.nublend.com.au/index.php/products,,,,,
Huatai Pharma Inc,China,,,,,,,,,
Comeau,Canada,Melbourne,Victoria,"Suite 503/227 Collins St, Melbourne VIC 3000, Australia",https://www.comeausea.com/facilities,,,,,
Africa Feed Suarl,Senegal,Triabunna,Tasmania,"78 Freestone Point Rd, Triabunna TAS 7190, Australia
",https://ditp.sec.gouv.sn/sites/default/files/docs/Liste%20des%20%C3%A9tablissements%20agr%C3%A9%C3%A9s%20%C3%A0%20l%27exportation%20au%2031%20d%C3%A9cembre%202022%20.pdf,,,,,
CSF Proteins Pty Ltd,Australia,Deyang,Sichuan,"No. 37, Section 6, North Chengdu Avenue, Guanghan City, Deyang, Sichuan Province, P.R. China.",https://www.csfproteins.com.au,,,,,
Liaoyu Antarctic Krill Technology Development Co. Ltd.,China,,,,,,,,,
"Fujian Evergreen Feed Co., Ltd.",China,Saulnierville,Nova Scotia,"60 Saulnierville Rd, Saulnierville, NS B0W 2Z0, Canada",http://www.gdhxgf.com/en/gsjj_en.html,,,,,
"Novosana(Taicang) Bio Feed Co., Ltd",China,Dakar,CAT3 - Category 3,"MRWV+J5V, Yenne Tode, Senegal",https://novosana.nl/,,,,,
Exportadora PMT,Costa Rica,Laverton North,Victoria,"1 Merino St, Laverton North VIC 3026, Australia",https://pmtcr.com/english/oil.htm,,,,,
Aker BioMarine Antarctic AS,Norway,Dalian,Liaoning,"No. 188, Dalianwan Street, Ganjingzi District, Dalian City, Liaoning Province, P.R. China.",https://www.akerbiomarine.com/,,,,,
Valofish,France,Zhangzhou,Fujian,"No.527, Sunshine, Fengming Village, Dongyuan Town, Longhai District, Zhangzhou City, Fujian Province",valofish.fr,,,,,
Golden Lead Import and Export Trade Co. Ltd.,Gambia,Taicang,Jiangsu,"No.9 Changzhou Road, Taicang City, Jiangsu, China",https://matchory.com/supplier/golden-lead-import-and-export-trade,,,,,
Nessim,Gambia,Brasil District,San José Province,"WQM8+R65, San José Province, Brasil District, Costa Rica",https://nessimtrading.com/nessim-fisheries/,,,,,
Iceberg-2 LLC.,Georgia,Lysaker,,"Anolitveien 1-3, Oslo, Ski 1400, Norway",https://iceberg2.ge/index.php?action_skin_change=yes&skin_name=IB2ENG#product,,,,,
Olvea Fish Oils,France,Samsun,Samsun,"172 Rue Pierre et Auguste Vaneeckhoet, 62480 Le Portel, France",http://www.olvea.com/fish-oils,,,,,
BISNESMUN S.A.,Ecuador,Gunjurr Bato Sateh (Kajabang),Brikama,"563C+VG2, Gunjurr Bato Sateh (Kajabang), The Gambia",https://www.tradeford.com/ec474992/fish-meal_p767255.html,,,,,
Aller Aqua A/S,Denmark,,,,,,,,,
NDAM,Senegal,Banjul,"Banjul,
Banjul City Council","7686+4C Sanyang, The Gambia",https://ditp.sec.gouv.sn/sites/default/files/docs/Liste%20des%20%C3%A9tablissements%20agr%C3%A9%C3%A9s%20%C3%A0%20l%27exportation%20au%2031%20d%C3%A9cembre%202022%20.pdf,,,,,
Sanford Limited trading as ENZAQ,New Zealand,Poti,Samegrelo-Zemo Svaneti,"7 4400 Larnaca St, Poti, Georgia",http://www.enzaq.com/,,,,,
(Quirola),Ecuador,,,,,,,,,
BARACAMAR S.A.,Ecuador,,,,,,,,,
Manabita de Comercio Mancorsacom S.A.,Ecuador,Fecamp,Normandy,"110 Rte de Valmont, 76400 Fécamp, France",https://manabitadecomercio.com/,,,,,
Africa Feed Suarl,Senegal,,,,,,,,,
Calvo Conservas El Salvador SA de CV,El Salvador,,,,,,,,,
IQI BV,United States of America,,,,,,,,,
Aker Biomarine Manufacturing LLC,United States of America,Guayaquil,Guayas,"P775+XH, Ecuador",https://www.akerbiomarine.com/,,,,,
WUDI HUAXIANG AQUACULTURE CO.，LTD.,China,,,"Allervej 130, DK-6070 Christiansfeld E-mail: info@aller-aqua.dk
Tel:+45 70221910",http://www.hx-aquatic.com/,,,,,
"Wudi Deda Agriculture Co., Limited",China,Cayar,Thiès Region,"RVM6+MWR, Mbirdiam-Kayar Rd, Bayakh, Senegal",https://www.cndedany.com/,,,,,
Bioceval GmbH & Co. KG.,Germany,Blenheim,Marlborough,"14 Bristol Street, Blenheim 7274, New Zealand",https://www.bioceval.de/en/ouroffering/fish-meal/,,,,,
Henry Lamotte Oils GmbH,Germany,,,kl 1.5 vía Arenillas- Chacras,https://lamotte-oils.de/en/product/fish-oils/,,,,,
Brim,Iceland,,,,,,,,,
Brim,Iceland,,,km 1.5 vía Sta. Elena - Guayaquil,https://www.brim.is/en/about/processing,,,,,
Huaneng Bio-technology Co.Ltd,China,Jaramijó,Manabí,Via del Pacifico KM 7 –Via Manta – Rocafuerte.,http://eng.huahengbio.com/,,,,,
Zhoushan Sinomega Biotech Engineering Co. Ltd,China,Dakar,CAT3 - Category 3,"MRWV+J5V, Yenne Tode, Senegal",http://www.sinomega-biotech.com/?lan=en_2,,,,,
Fujian High Fortune Bio-Tech Corp,China,,,"Calle Playitas, El Salvador",http://www.high-fortune.cn/index.html,,,,,
Isfelag,Iceland,,,"3834 Duck Creek Dr Unit A, Stockton, CA 95215
Coordinates: 37.935187, -121.22505",www.isfelag.is,,,,,
Loðnuvinnslan hf. (LVF),Iceland,Houston/Oslo Norway,"Texas County,
Missouri",4494 Campbell Road Houston Texas 77041,https://lvf.is/vinnsla/,,,,,
San Arawa S.A.,Argentina,Binzhou,Shandong,NO.30 FULU STREET WUDI COUNTY SHANDONG CHINA,https://sanarawa.com/,,,,,
